,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,Array_15,Array_16,Array_17,Array_18,Array_19,Array_20,Array_21,Array_22,Array_23,Array_24,Array_25,Array_26,Array_27,Array_28,Array_29,Array_30,Array_31,Array_32,Array_33,Array_34,Array_35,Array_36,Array_37,Array_38,Array_39,Array_40,Array_41,Array_42,Array_43,Array_44,Array_45,Array_46,Array_47,Array_48,Array_49,Array_50,Array_51,Array_52,Array_53,Array_54,Array_55,Array_56,Array_57,Array_58,Array_59,Array_60,Array_61,Array_62,Array_63,Array_64,Array_65,Array_66,Array_67,Array_68,Array_69,Array_70,Array_71,Array_72,Array_73,Array_74,Array_75,Array_76,Array_77,Array_78,Array_79,Array_80,Array_81,Array_82,Array_83,Array_84,Array_85,Array_86,Array_87,Array_88,Array_89,Array_90,Array_91,Array_92,Array_93,Array_94,Array_95,Array_96,Array_97,Array_98,Array_99,Array_100,Array_101,Array_102,Array_103,Array_104,Array_105
116590,0.464841797269666,0.432893250120613,0.443280585065491,0.433245697213564,0.446993726862986,0.4437043484936,0.456676587477006,0.48604772390757,0.453784359545769,0.450041635910097,0.459958985323607,0.44274600099946,0.466211873201176,0.473576847274677,0.43850562636593,0.455375039603052,0.442357387891938,0.421773341540795,0.401671258530143,0.473450761223475,0.450166865268576,0.44601160948077,0.430157379987495,0.457805912804421,0.432761412375045,0.43538998522627,0.478449289395991,0.452355106828421,0.467764464712914,0.447584930116117,0.45249599537377,0.421457906043823,0.43234169110473,0.428090747768448,0.440349614420591,0.424715543065945,0.404362404930925,0.425633674989307,0.469362168481465,0.442380937186664,0.459506984461541,0.430700217379894,0.423587770034776,0.430945733033913,0.432109923889594,0.425521406488352,0.4122293900855,0.435203984890107,0.42445179805374,0.421665282608545,0.433627817422979,0.450666993154422,0.44735315072855,0.438518857832652,0.448483797854414,0.43597728039466,0.435310113366543,0.443132005992906,0.446161954938157,0.437750994750815,0.419448922006903,0.433999818093264,0.412620682928516,0.452241562561159,0.439497777355944,0.46202851140064,0.455317798710651,0.452821624419097,0.453985216867821,0.421611141003929,0.443973706432636,0.466419155804443,0.437856070659767,0.447615184361015,0.448430053434407,0.440231368896811,0.467800416839681,0.451554538804586,0.463922586697867,0.452549529846802,0.455000732355936,0.467427324795338,0.448959037161576,0.46202851140064,0.460306576804412,0.453242042385389,0.466239916263215,0.444977653033225,0.461466323886532,0.464063206042712,0.44210442669772,0.434948906671867,0.442719678245507,0.419423025292422,0.480166356190619,0.459356538713791,0.438463324187677,0.455199949101058,0.434813657124354,0.441664759862551,0.430896614797928,0.45203645137761,0.445561429462428,0.453956309654776,0.447551769822599
50689,0.408732057450557,0.427569153249488,0.414712915667415,0.41254412643184,0.423197422999083,0.420540085399214,0.414177015410179,0.402287935861348,0.426429912315432,0.423407342164941,0.420706463469065,0.414514264446172,0.408674919624637,0.388715387508645,0.385233957235018,0.411898715487313,0.431779188608224,0.416388720507689,0.427054119646763,0.432537635644606,0.423612307216249,0.411211275033891,0.409893787458212,0.403462636989538,0.431020110818404,0.421071935755943,0.393357380621877,0.378736951019065,0.426496990241408,0.41208699025464,0.41041880724417,0.426365626020747,0.394540941739818,0.412796517957141,0.415571405456816,0.414280885655936,0.4122293900855,0.367039958287282,0.371905435074633,0.385854295234965,0.35541342887564,0.471701261828046,0.413309055230325,0.409138659589438,0.424660499054461,0.410342340555541,0.410981291634867,0.410699120505927,0.397960124405295,0.416873715564311,0.407157650810727,0.378437219287816,0.405810026474665,0.394203269135287,0.396453742211961,0.4122293900855,0.421005648990815,0.393066365157369,0.407720843692318,0.419086503183373,0.375864465675059,0.416933174465708,0.40276851349529,0.432842938421753,0.424924166165081,0.452409724801458,0.447971022930198,0.415421726542121,0.397205044148178,0.449523285212637,0.438710149090152,0.415594838412625,0.396902532387196,0.415241368750687,0.411133428947211,0.442245596813477,0.423836591328575,0.450363906849663,0.402060970046729,0.407918859309378,0.434139325292376,0.398160537769852,0.39602712774784,0.433135072509548,0.392604167728034,0.401108211363411,0.412467147293096,0.38774134538485,0.421383585504275,0.42030489822635,0.411615285841663,0.420139848942357,0.438463324187677,0.397394636039854,0.406893838988688,0.405295735777226,0.39523633421614,0.388680953621858,0.370545711349904,0.358036697516852,0.391327090751999,0.424772433610827,0.394436736055391,0.393866111587994,0.375567607603594
170851,0.505540079316835,0.46903257161165,0.494854767360665,0.490834364427521,0.485360885341742,0.463243805631662,0.497747603282529,0.47615218130033,0.488246008591372,0.482589224004099,0.482234129614141,0.504265080308824,0.477727522498957,0.492283404247737,0.491183986794299,0.491388641685366,0.4701217882426,0.479963108513522,0.455939256256742,0.469708633873027,0.495544563428698,0.48840152686668,0.48255288105927,0.490120022429794,0.475889376006354,0.561679494150079,0.509970063977753,0.517301623089735,0.487267245572032,0.635102627849594,0.474415670120134,0.468514773645229,0.473963846239065,0.487165061273654,0.475924785498323,0.477124340742899,0.482646485514361,0.527104519426805,0.509763534289055,0.471902881761206,0.505422472097759,0.474338896384506,0.469236291953835,0.465636508794312,0.466862369123536,0.481660327571742,0.480727187404296,0.510012135207941,0.475448895033262,0.489862832100591,0.494089069688074,0.503328141241825,0.558200682717177,0.48364879441902,0.474756663482049,0.507656462645422,0.493239251897631,0.596984405624751,0.482270760860317,0.50649424897035,0.463214078382212,0.49745612142152,0.470878147825552,0.501833381476985,0.468027550816116,0.467159709095897,0.555873617681389,0.473930665718493,0.524349437784947,0.47177329772985,0.471631135361534,0.509809468073504,0.490685854068192,0.508027649006723,0.46464692095831,0.495392783055366,0.473542994950859,0.489658753562717,0.461130205379515,0.480727187404296,0.472883292947284,0.49877084144961,0.500300804122539,0.476427201356974,0.515614569818613,0.504265080308824,0.499742294386214,0.57465561926092,0.488110464426418,0.48233954253776,0.494089069688074,0.478298911233332,0.469801196598958,0.483299924432767,0.562200403889953,0.560546541466343,0.473177151989426,0.489155096637231,0.489237515921256,0.489387616865273,0.523777010404528,0.541846371243671,0.472070672959198,0.495780493913964,0.454569213347755
58960,0.622424374449627,0.599647703995422,0.607262600533328,0.590520056785607,0.552713356604028,0.570832681549689,0.586821971318572,0.608232092253401,0.584808727738838,0.561014554037068,0.562365153405254,0.549319339325867,0.553519402280894,0.572603773190972,0.537731902758411,0.546466534615972,0.58565960599177,0.598282094874276,0.593835418822427,0.609445071610902,0.586756736331056,0.573829400751096,0.59418290032794,0.5766988685618,0.572086972243687,0.590373780078138,0.592852163079615,0.590583202602127,0.586756736331056,0.569603750428699,0.559846846498433,0.585177597971621,0.540721347037441,0.563688388202623,0.558647635045134,0.550069425165304,0.565562330061836,0.560956908412352,0.56208293659768,0.513096668391226,0.565899259033086,0.551667341758516,0.553519402280894,0.568701712844075,0.573129262089614,0.535713909844346,0.546085737035789,0.517062738391036,0.553293834873937,0.51431755156839,0.568020903089215,0.607754193492429,0.551460961154315,0.54402305166621,0.554376044214856,0.591413144689257,0.586356738403928,0.58662323625458,0.572217116374637,0.522342875575238,0.562541124954428,0.58143570216716,0.559111659297125,0.607907696212628,0.61671960686757,0.595318600913215,0.642644323134222,0.589057779066859,0.575689697713587,0.57810826288494,0.579576267079451,0.607011393210953,0.603061163244673,0.600605669139524,0.588416035148388,0.610624583562583,0.626509113204512,0.593273448723024,0.612917702815644,0.59181453550335,0.602535053675542,0.586218730357543,0.578859394697565,0.583205513748526,0.583559578539213,0.557671332363133,0.553115618449899,0.559510020083434,0.550043138291463,0.58855141023558,0.581843712586583,0.579712310420529,0.588011589806575,0.591888325268473,0.614919408761049,0.625943231876061,0.581911533124136,0.590042642381945,0.594653138745598,0.593348814086396,0.601374618542746,0.595248018902803,0.555429487508002,0.605533774179319,0.57137794122487
24703,0.62181889665703,0.634766487540496,0.619080885452954,0.6085463205445,0.621285857751336,0.606286266930486,0.609759571482698,0.575689697713587,0.599728541224795,0.640814314949302,0.610859103352396,0.596104970692523,0.588623215929245,0.573883757466658,0.624616450716186,0.615694039380432,0.603886367374152,0.633933336704699,0.59596205006979,0.592617032116653,0.620771678478418,0.612152136971455,0.639079984857382,0.584938697254489,0.607754193492429,0.561560955473285,0.587867161862284,0.590452793897181,0.613169744143754,0.585312248189043,0.603369283539582,0.603594259009533,0.599397024560854,0.609828113754906,0.618291690705527,0.612840564138619,0.618633467771802,0.624825054721548,0.577709565364726,0.625943231876061,0.594417206322494,0.582881996851453,0.560898778081755,0.606204085767089,0.611252006568183,0.622695572812413,0.609289361782612,0.578401300848536,0.615604673894108,0.57804242458638,0.613783996919317,0.59418290032794,0.593060835144186,0.614473719265764,0.605454819860321,0.604448897565572,0.587104663662398,0.632411834241874,0.606286266930486,0.594566662434,0.600042475939079,0.593735167118434,0.623854696410949,0.605804443468317,0.591451388787634,0.637408506839713,0.608911689551589,0.638989937770146,0.625489421370842,0.602460607251678,0.639909202124415,0.58939530553731,0.611650776030866,0.640814314949302,0.610936433939423,0.584591910791219,0.604136399841889,0.634325539704361,0.584036698762198,0.600605669139524,0.592998240529875,0.598722034098454,0.588079717830907,0.599027593703134,0.586821971318572,0.566084064482939,0.59932664456643,0.620952673591971,0.626969297082951,0.607425722542105,0.59510150877567,0.605002086795657,0.593273448723024,0.608618350391542,0.580934787208551,0.575689697713587,0.578176501880575,0.621565647214557,0.607992249619023,0.613273663164583,0.607334802975939,0.625275617805277,0.58550886184271,0.614845953046513,0.584873048399997
313845,0.440977867764936,0.450885045755401,0.442694379477981,0.464446276533126,0.483634874898682,0.456112077789079,0.463672903156006,0.456219926512192,0.432189095141077,0.482910643721207,0.473928826952749,0.480504689063965,0.476611776338334,0.462414573981189,0.478167301974868,0.470228952920662,0.465561846485585,0.488475922992856,0.461867270114836,0.458720489062674,0.468986008954605,0.479345234777632,0.493708468029932,0.458484897290568,0.470270729968726,0.450207868448587,0.43984629199351,0.445331212361398,0.449631178964482,0.456164332480077,0.478110914486899,0.452884924772843,0.476763653923516,0.475096504135559,0.476923509649669,0.485584181844857,0.486122364386491,0.456617620975402,0.455797463293848,0.483356229055832,0.439388142262397,0.535262081273062,0.458452198548983,0.460476766146467,0.453240877767989,0.484348803501649,0.477744685966221,0.454798193520328,0.486025125634808,0.466183537292896,0.468992720352636,0.431704692691199,0.454145565830418,0.478282438264321,0.462528711783683,0.453285876267092,0.435056474568201,0.446269752518346,0.475798974229336,0.446134895554865,0.466712727250977,0.473271507430661,0.470277344097255,0.433787107170646,0.455970692904307,0.459205983187727,0.425742896613753,0.46642972476845,0.440005810052947,0.487516740382018,0.47161172041173,0.457523657550629,0.4897381724619,0.452627705436438,0.465182738591663,0.452766391448099,0.451792217849184,0.445120704525976,0.461704162039105,0.465686162139393,0.466359040647608,0.468095770615205,0.455135485504273,0.44789269938063,0.43264078771698,0.445888763469991,0.483176132120104,0.445681167462229,0.483621531162798,0.463774190013351,0.46231722626078,0.477448870493932,0.471823231063874,0.463886466559755,0.415916453652363,0.390782490327116,0.476064818087798,0.468656939760521,0.46816990654249,0.46150948448812,0.423233829739933,0.448679222581053,0.478509727163695,0.42362017668504,0.473233014034945
85384,0.406957198046981,0.366332772163896,0.428008380310965,0.421226027700699,0.434868098843225,0.410365658876679,0.430525028397109,0.438273857842591,0.439882539462063,0.407185342647504,0.410498397046578,0.446176325284036,0.426202728846888,0.411319602205792,0.417782239419528,0.416010653276981,0.414130439247442,0.386127044539751,0.431299377495855,0.453538005077663,0.392581452016962,0.43857407932155,0.40677950020947,0.422519365852061,0.425544948261876,0.396384792769733,0.413576395554913,0.397346939742318,0.424011813499071,0.406981583847627,0.421638306932514,0.428616851264245,0.423141079523047,0.423535837029897,0.471132584719676,0.440178992911212,0.444433866945676,0.420256165472086,0.398601971741661,0.439773312022249,0.390101293805112,0.420796921576927,0.416032674025352,0.411993165190969,0.449605192415387,0.437171336747617,0.434308205640936,0.433627817422979,0.414761330563575,0.412492812411718,0.417926725087158,0.384907350622097,0.417515634138293,0.414130439247442,0.426548232070144,0.414890852228504,0.381027255802861,0.380549690426363,0.433487293644316,0.439357021797845,0.4032429342612,0.41371942520915,0.396052662451355,0.377440343411853,0.343030263296918,0.410747418555157,0.368290068414209,0.342244003088387,0.37306640746801,0.440262783873576,0.431141650467616,0.374431762706052,0.383668797145208,0.37438601739758,0.383833977762935,0.390951874584543,0.375864465675059,0.391044724210004,0.397986168058554,0.430806932410541,0.404010336943163,0.41581624785191,0.404082196597055,0.409348488853873,0.389896548503173,0.393555891283652,0.416862707144574,0.402470183613369,0.439097402901057,0.402060970046729,0.439600438220411,0.45552818420649,0.400089457320013,0.456054339689159,0.387814463459757,0.385789458115697,0.390176112937143,0.378542865160607,0.404033579127455,0.394203269135287,0.40672949061569,0.387765446805505,0.37900507450902,0.376108175016524,0.369407417290772
24185,0.44754270856643,0.47238637935738,0.48094002036924,0.470987979825492,0.468736801282329,0.472270305389845,0.465984072215542,0.450432261555696,0.487664908691494,0.462204475100314,0.453783590398144,0.441131461884844,0.422314908701079,0.42769350355214,0.461715743960449,0.44618739397824,0.449008917186748,0.491105924265871,0.470011857512815,0.488553030049538,0.481854483554026,0.465040738088605,0.487174595106372,0.47719322030942,0.456665868079321,0.458681748792861,0.45923582929178,0.47082446851165,0.453183200104036,0.462371231631908,0.461268628515148,0.463597858631106,0.448529657900466,0.455856890429629,0.43603181889617,0.429366285756758,0.434459172030786,0.433341314875544,0.460724618938029,0.447942550585145,0.462583110154628,0.467655277609123,0.451144280985868,0.453334400844853,0.464614066223256,0.471835759960213,0.44721561841894,0.486659127334017,0.486319508661064,0.48358158567136,0.456703872813963,0.46417641192163,0.450285220733528,0.4502509619943,0.453487996339578,0.462811811458988,0.475300619153564,0.468378033809794,0.465111905349532,0.484376914119128,0.448322709961041,0.456914659108098,0.45770399399287,0.49973388211269,0.528985927507897,0.478256030327855,0.517233985510169,0.535231661902255,0.489973704924938,0.474573116818759,0.46415033692639,0.482075337026138,0.472661616492433,0.499913145237441,0.516165787562605,0.475917865927516,0.494982703027767,0.476398101490475,0.532930393489312,0.443573232901174,0.456471743475274,0.448549149003633,0.452232290455307,0.459689676185619,0.450919061386824,0.449672754816573,0.434163580523168,0.441485386194863,0.458052984933812,0.450942737286118,0.44453557991374,0.472031132013648,0.477952764611986,0.458667923914027,0.494159904793571,0.508003055120135,0.506366761126016,0.463654153346894,0.460988274693625,0.474780066458893,0.467098924984068,0.458579877248988,0.514656715986694,0.439548951747236,0.495335948785748
25233,0.391082154790275,0.368866311789654,0.344074651505251,0.315332475207062,0.298849520101516,0.350752117002174,0.319946793509114,0.325294285505902,0.327900761933531,0.347537454504855,0.323455148854295,0.319980305772991,0.312142517423088,0.328299818751642,0.31676580896244,0.328971091915492,0.328512719250272,0.312505339363926,0.334560163087411,0.353631792032243,0.344230678562383,0.358247206608467,0.342662290020842,0.335089733171372,0.340379673100407,0.324174465989532,0.337096362731429,0.306540559332591,0.329352990809329,0.314076819560028,0.338588628307532,0.331728798573165,0.309656648484452,0.33845467338255,0.306649396700763,0.279073092922408,0.265908524235348,0.290479187868555,0.300954559294376,0.280156937611865,0.311027243157795,0.297842857530447,0.288993352425024,0.313528606058734,0.306066453273088,0.308707061702803,0.327655296138865,0.284097510733881,0.325987299840534,0.301230346841034,0.307071086438219,0.351733681798433,0.289492641754399,0.323441236888509,0.315908095218616,0.3229578738346,0.349568175148163,0.315503230890249,0.334290813869518,0.299451904238553,0.277844033104424,0.346061855167762,0.32926703672954,0.453315620160106,0.400063499318154,0.42213487577918,0.342316466260766,0.36617206782727,0.365463108316876,0.403148129404336,0.362627909272065,0.434144702799528,0.392569740684449,0.403253377608634,0.39460630728324,0.399439753873104,0.395875511273599,0.368952950914431,0.392172823600105,0.310869908100923,0.317225520083125,0.337459874498267,0.379879950815094,0.342869833852378,0.360770066071404,0.318439174813009,0.310465371588875,0.338203692743449,0.328892548455068,0.360716553701665,0.333596848634644,0.319485749249822,0.354845089034628,0.289937507016754,0.267063210189359,0.267376095493419,0.287132936133912,0.273196024840304,0.291584990447271,0.316317867991995,0.328300111324483,0.400327461919572,0.329692744856796,0.405340730227536,0.346584338995093
29414,0.0825824847076893,0.0639391362923768,0.0507692489075503,0.0680067672474052,0.0899533074300023,0.075476909503455,0.0663005302131055,0.0730414159699247,0.0610609908881769,0.0852774650691124,0.0701452000333055,0.0821748021266013,0.0646278448855843,0.0700310316987796,0.0771070373800665,0.0660642866335537,0.0760907470630048,0.0833994352206049,0.086471976107463,0.103183751644792,0.0633474711207607,0.0914133690790653,0.0806989619719808,0.0863767972580133,0.0767364761695747,0.0729487213732341,0.0654383878716744,0.0741920600858547,0.0723409559353976,0.0727968418469995,0.0735257906175746,0.0801667628523754,0.0726402524860806,0.086471976107463,0.0778875848808005,0.075506791773986,0.0774275463057929,0.0667981567642938,0.0767220209463863,0.0835921621748891,0.0679403020909498,0.0760907470630048,0.0877024464823727,0.0775433079567175,0.0775603755425314,0.0758058915738372,0.0802533674067672,0.0890300058943019,0.0800164978247803,0.0729216286956812,0.0898332950301047,0.0864340511465126,0.0685268984164868,0.0819946973431666,0.0715793195424421,0.0709598072293586,0.0782315733729133,0.0795204410094054,0.0750498636922311,0.0869137265131482,0.0846356706183012,0.077710368280823,0.0953986905464575,0.0624874088168044,0.0663905754003049,0.0786951211611485,0.0878502497355552,0.0772891904179311,0.065590891069211,0.0806886630231806,0.0882919740496015,0.0872819272413708,0.104458183512871,0.0885217658932899,0.101335034761352,0.0628524372728174,0.0779375442875272,0.0736392047896398,0.0787482103489432,0.0725818431093438,0.0811980454346422,0.0747671362203302,0.0703022903146771,0.111232810331519,0.0834897111184052,0.102742493321542,0.0654034332893398,0.0920436370782099,0.0702696783033682,0.0587469334616358,0.0552092032391833,0.0838299013537825,0.080626945014101,0.0649605478994665,0.0893413289558923,0.0876739692996941,0.075755681309069,0.0649091193345654,0.0896030636327188,0.103138563661967,0.0831183601891467,0.0681606843805892,0.0939631645593005,0.0879998335869104,0.0925534142819793
