,RNAseq1,RNAseq2,RNAseq3,RNAseq4,RNAseq5,RNAseq6,RNAseq8,RNAseq10,RNAseq12,RNAseq13,RNAseq14,RNAseq15,RNAseq16,RNAseq17,RNAseq18,RNAseq19,RNAseq20,RNAseq21,RNAseq22,RNAseq23,RNAseq24,RNAseq25,RNAseq26,RNAseq27,RNAseq28,RNAseq29,RNAseq30,RNAseq31,RNAseq32,RNAseq34,RNAseq35,RNAseq36,RNAseq38,RNAseq39,RNAseq40,RNAseq41,RNAseq42,RNAseq43,RNAseq44,RNAseq45,RNAseq46,RNAseq47,RNAseq48,RNAseq50,RNAseq51,RNAseq52,RNAseq54,RNAseq55,RNAseq56,RNAseq57,RNAseq58,RNAseq59,RNAseq60,RNAseq61,RNAseq62,RNAseq63,RNAseq64,RNAseq66,RNAseq67,RNAseq68,RNAseq70,RNAseq71,RNAseq72,RNAseq73,RNAseq74,RNAseq75,RNAseq76,RNAseq77,RNAseq78,RNAseq79,RNAseq80,RNAseq81,RNAseq82,RNAseq83,RNAseq84,RNAseq85,RNAseq86,RNAseq87,RNAseq88,RNAseq89,RNAseq90,RNAseq91,RNAseq92,RNAseq93,RNAseq94,RNAseq95,RNAseq97,RNAseq99,RNAseq101,RNAseq102,RNAseq103,RNAseq104,RNAseq105,RNAseq106,RNAseq107,RNAseq108,RNAseq109,RNAseq110,RNAseq111,RNAseq112,RNAseq113,RNAseq114,RNAseq115,RNAseq116
116590,0.47634628434612,0.461376813797892,0.470650061716378,0.48506915878876,0.475634658497981,0.465101495634524,0.472860784483693,0.486069919738273,0.48869762704464,0.482482569871056,0.478752115780355,0.48627247096655,0.486097134574285,0.484123261202516,0.466461504853071,0.48180040711138,0.483646229366925,0.483386026608894,0.469344437296341,0.476271646196703,0.475969610528758,0.493771247841662,0.482157328608805,0.464222027591753,0.477642033761679,0.474251002925746,0.466450097590518,0.47869254307743,0.470319034978992,0.481178902116782,0.485435543653934,0.47514786981373,0.472288125195727,0.47290924155754,0.484016640005699,0.503339591187987,0.477983442600617,0.470858045843955,0.47210469786051,0.472348758037089,0.463153595173741,0.468900438643127,0.473988261859978,0.47565209206213,0.484648628643104,0.478633779270158,0.47121002202168,0.473602336440111,0.481308158675112,0.500173230349923,0.47169203207632,0.469714766065914,0.472831104738616,0.480088359210994,0.45499270624337,0.474821618145179,0.470324089303419,0.471397720548861,0.481500986560816,0.480100340480001,0.467817111706012,0.471117697281709,0.472844714647134,0.46471957621235,0.467291594741458,0.465789188938613,0.477737899964063,0.477460063916639,0.477146914194808,0.476675811050375,0.482580215437525,0.474306951652126,0.475820766326905,0.475191538308339,0.476275575378594,0.47496063156471,0.478519284022899,0.47551549122996,0.476385707462115,0.473549640224486,0.470430014471541,0.478773167590314,0.478133382737381,0.477361938499697,0.484382044936744,0.484720366732685,0.472852818601664,0.469817422964533,0.458741629437046,0.467949856163187,0.468718815815862,0.468523610879968,0.471609705107469,0.479906244342207,0.470113303220932,0.483497955538464,0.491968791537701,0.493941174816267,0.499051272479935,0.494495792098533,0.488263783457586,0.484898315392932,0.494410495727312,0.489173326198653
50689,0.461321139111004,0.459251628891079,0.450252073931555,0.46694915551897,0.470776510394797,0.459187511194967,0.459702116981419,0.464810942207,0.437137609142456,0.460654551767301,0.468318344639006,0.466369860132125,0.473595815875465,0.475436443975018,0.44854085215329,0.472395747268515,0.463583241089524,0.46265609117112,0.456513463037053,0.462110062508259,0.440509903523356,0.476090412929977,0.437109493666978,0.453199574470449,0.449320225656064,0.452960816833061,0.427721329571166,0.46233318087841,0.462545863851427,0.438939024634642,0.432297065846277,0.454551862467072,0.448734108172065,0.457112751315651,0.44436508353283,0.484906841420654,0.45809603877528,0.460204576386132,0.450106434221957,0.443992828313622,0.431678291040574,0.445107437096753,0.462646685862051,0.452408740472045,0.431901672522336,0.456708071381336,0.458172568910177,0.465786837383886,0.453535804003558,0.479897454451064,0.437783259664887,0.457293793758534,0.442249773302003,0.440862065914681,0.429829961682275,0.447806340134005,0.453212071283377,0.449955434567905,0.424695897372321,0.452720594042355,0.460211969997294,0.448694968284636,0.458117281598113,0.498129634641111,0.455788786387474,0.425844305777205,0.457961713511787,0.459638404753207,0.463683439433046,0.451961485998316,0.44879819463208,0.45141231826433,0.45309997147699,0.467710956467562,0.452427118763161,0.460107861082667,0.453212227649096,0.451648622835168,0.460047539003364,0.454399835509591,0.449276295110483,0.446430557235096,0.443502442109103,0.465035228251124,0.460407638887543,0.456410428720618,0.456301567538531,0.454139634495245,0.456537982957475,0.45870728147294,0.437241966687288,0.446530311488643,0.472228277298207,0.473901818172635,0.478955334194287,0.44352549477924,0.419518257906778,0.433706533031068,0.433776774303449,0.423353944719186,0.42042244452488,0.435816109273425,0.426411883318533,0.430353662337293
170851,0.456078781501773,0.441878687752015,0.434424383375273,0.45304671279068,0.445313961707764,0.444646319359434,0.449616531463805,0.450194372866364,0.450632783832246,0.461153709974463,0.454988636873439,0.459261132709091,0.464488642082841,0.459272120407766,0.441982922245719,0.454327789646499,0.458666965022785,0.457880346482982,0.444635010997041,0.442056850085411,0.474966699879364,0.502464959272332,0.447331943767856,0.447138658059414,0.447407833405262,0.44644356881053,0.460269546306443,0.469957623554475,0.482221754076529,0.448478401790449,0.462971908680786,0.45603552720394,0.449708741247766,0.438697613500252,0.47271333002421,0.514936631300016,0.439614080700927,0.443848512928146,0.441285501545157,0.453900495187903,0.472127146617494,0.473165837624553,0.482507346780404,0.44477373904784,0.464599945879687,0.456232620886945,0.449726119735321,0.459843330688565,0.504449035758026,0.514215329039731,0.434234271017386,0.449876725072503,0.445229208275615,0.451745287169465,0.449989951686167,0.456065577253049,0.471883956651171,0.444070695470425,0.458136978567781,0.450739730274991,0.447973661554908,0.444370128425909,0.451548861448974,0.44217069359759,0.449528416052985,0.465128196691701,0.447982227333364,0.447418878691326,0.452310881098764,0.450535095203664,0.465845573901894,0.446207692681224,0.439099531509605,0.456791191899022,0.450545731800576,0.448084122590484,0.441788123448364,0.439787054206143,0.500026389790612,0.543632859873791,0.460289913917139,0.447423525410905,0.526446767739664,0.466413235850203,0.463178573096051,0.462198511488584,0.44400173040621,0.437323645557026,0.440217074814501,0.439816139009633,0.436350473146056,0.436738187985497,0.457018290632964,0.46773628086024,0.471280591036481,0.452666393207981,0.469031326747452,0.473366807972347,0.473289764449555,0.464058047472795,0.478162908538528,0.444954944767863,0.44348858545283,0.447649534200367
58960,0.557035794609504,0.561786103900807,0.551430532455101,0.55943096646995,0.55774309151094,0.552956694437492,0.553785806322571,0.576455302514839,0.565294853216017,0.558843067735914,0.565571396325391,0.567314910996888,0.569366723605955,0.565251684440574,0.557975666662678,0.567775355652764,0.558879804133779,0.565369783497461,0.544238187278633,0.554001224949263,0.557522383315273,0.589441017124039,0.568101684934768,0.543762562421875,0.565583528195994,0.567629795475647,0.553055677674301,0.570563314859813,0.57441670273493,0.561197457181402,0.56998005980718,0.565793487762658,0.554857287061627,0.552532848770672,0.563930340469316,0.595295021774623,0.568440858212831,0.552156730131389,0.563317613329746,0.564733816442791,0.556584925004595,0.566786391440995,0.573138109305624,0.554840681378003,0.566107136968456,0.563230967897243,0.549516977962135,0.552340057521822,0.5570720021886,0.585849271217331,0.554354276317546,0.552271373858657,0.562495981901438,0.563192002156457,0.537634427598837,0.5618713650679,0.571386223079413,0.560361858558569,0.559062149288951,0.552197004995106,0.559491531270461,0.554369430505492,0.561650660606774,0.552313292369634,0.555738685444635,0.547081418564338,0.556473421163892,0.562027923545706,0.555595326696955,0.570002126791921,0.577430104850494,0.567469403327672,0.555845901044038,0.566457431353753,0.558639404542987,0.556082388092485,0.55299954716958,0.550570613292603,0.56535454785206,0.554288793196982,0.563184133129681,0.563806565264991,0.568441012264491,0.566565135893965,0.558942367101595,0.570766809418044,0.555521818726355,0.544867520371098,0.551030432872279,0.557598026732763,0.550511006737911,0.544936566608476,0.539999473396049,0.546404442262863,0.545892037358727,0.566016328335482,0.574071927669086,0.571682681725579,0.568434739542671,0.56622461285218,0.568440113065812,0.563242360819653,0.559316263953481,0.565945578410218
24703,0.524263573346666,0.510572810124256,0.527024842751511,0.548507961916864,0.53893291640909,0.527693442019521,0.530066992308941,0.527703448640632,0.509626217171298,0.544501747161761,0.538464497594565,0.536954818302173,0.555821873517389,0.543003164807053,0.530668994962925,0.536921187581525,0.541286041289623,0.535439335051413,0.530826575235454,0.540269507497181,0.539854797691133,0.52904608900216,0.536055549417802,0.525187795981046,0.521366652470166,0.524010625823641,0.514946978649083,0.529835592478265,0.53127463992366,0.523285277960528,0.541459204156908,0.528992784700326,0.527433094184103,0.549678187406545,0.54613361157757,0.533028960674511,0.53116155768851,0.52597673548721,0.514914898332776,0.523967241825891,0.516090362311068,0.519853361522418,0.532283778327226,0.537889620186038,0.535303377760745,0.526184935100492,0.538240310461115,0.54536243459794,0.54446392548723,0.5128652375483,0.515416036544265,0.527073064426569,0.510741369640685,0.519295365449579,0.492492047476257,0.518077596260628,0.533948933279357,0.521296794577913,0.529495728170074,0.521817209154715,0.524486925332392,0.531126137243152,0.531951131337689,0.517401138138222,0.504077023440217,0.53309794195708,0.524453699838879,0.542497996177146,0.532358030287188,0.542226943823195,0.53852431487512,0.54284190821217,0.520926216116788,0.517335681317661,0.535076509011742,0.541475630878056,0.53664527168406,0.543167885936142,0.512559206437697,0.523158251406024,0.52358081461921,0.512918720883515,0.544750126548733,0.538886731059811,0.541130656371514,0.55697540811146,0.532624508099002,0.53221407442454,0.520860709722395,0.525463912502908,0.518200028944011,0.524402583673988,0.512205774227508,0.519898160184096,0.517494397171045,0.533100438653901,0.521767872700605,0.510598372388166,0.512921501300577,0.521156703748491,0.515742021271441,0.5179307186579,0.504800947648869,0.511463389190844
313845,0.448067387180536,0.414304858679868,0.425518573083255,0.449183117201216,0.452014520591565,0.43055938679153,0.430346559588453,0.445982004863908,0.425810883260917,0.446916338478022,0.448623025942334,0.447079696155425,0.450159353508093,0.448827380829693,0.441554588685222,0.450750411547359,0.45774898932811,0.437277281643062,0.437506323091717,0.431493043428714,0.429894966523118,0.414091339599601,0.437475629710894,0.441518227070202,0.439475575858906,0.437139003783671,0.427278713395608,0.412344945572049,0.40884088714278,0.42365119656911,0.439217274700437,0.439851846576863,0.424323362549923,0.437287989273821,0.42149877002478,0.4091388837482,0.439076354808051,0.445998490382662,0.43406637285286,0.426779597904066,0.413341041282228,0.430651077573204,0.409886501884762,0.435564015911406,0.440240229843133,0.435566691732107,0.44556344627658,0.433848041205042,0.414588152667816,0.390780126670883,0.437783259664887,0.436036415079802,0.438563345971535,0.438240359832767,0.427448596599436,0.418175210684318,0.40893865594788,0.434558115053423,0.440196445363557,0.440919146980969,0.441252696394752,0.44215008292958,0.435740779527351,0.456399272425977,0.424878314888203,0.423088099006146,0.437223972487151,0.436121809347074,0.438447394394388,0.43319728570845,0.433145249187963,0.437237278816046,0.43519201395284,0.43018167905915,0.421290001418717,0.437617044643542,0.437844822578023,0.43291200529168,0.421415484297293,0.428266993985782,0.432300697453705,0.432515295460525,0.429545431155835,0.442684479407869,0.452720282986138,0.458945924034702,0.440874179993049,0.445984274987161,0.428729351635424,0.412095994649654,0.444346165328776,0.432046129270524,0.424326124144122,0.428871178210416,0.430861282306012,0.443990658136416,0.419518257906778,0.42806204024416,0.42756553577918,0.428843491694918,0.41017233650197,0.439158645456266,0.432631591046635,0.433270333272078
85384,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
24185,0.484865097475231,0.467720557332144,0.490154540094672,0.488090702494354,0.484838265219513,0.469634212003991,0.487689248577233,0.500209432343513,0.485412652114379,0.484631876715435,0.488242506593391,0.497042051100931,0.486558508786448,0.483613832743343,0.472526515190108,0.478998422174164,0.480049259460217,0.4867328775372,0.467443015473095,0.467757300553521,0.480899711189281,0.50093142945533,0.510092038932672,0.461443175243874,0.512822421824922,0.501189733080641,0.475581117429251,0.482991234037016,0.472968304799941,0.459482400982931,0.4775029625571,0.480428662904949,0.466989730659454,0.464808606355345,0.492368198357483,0.513310228915029,0.509186488177683,0.47642976162255,0.515547435109536,0.481949314700498,0.472127146617494,0.471260444969206,0.475116077007087,0.459894882572729,0.476561712776399,0.475415626162344,0.486617811894319,0.472527491637163,0.486766982986695,0.503428106979562,0.510759519041007,0.473739340506675,0.514285292244654,0.479558404884432,0.471987533881624,0.47291237916959,0.46293409907178,0.460169908682714,0.465650343804704,0.46641825549722,0.477518554706254,0.469257693978832,0.472844714647134,0.489893032147271,0.476391483441558,0.470106462617299,0.47969215114154,0.483469252904582,0.480110850119992,0.479884197781441,0.460970691775934,0.477193125536317,0.473894860019336,0.481157926497425,0.489427886613025,0.478662520996235,0.471278103885895,0.468464956892639,0.477278609618749,0.481475649757391,0.474305186219645,0.480669783109369,0.489829073411327,0.482504832958088,0.492673664664767,0.482061504343479,0.467910791220427,0.451285687739399,0.442206820435289,0.475243390788958,0.477246957760758,0.469588554791857,0.496635605705914,0.502213074403945,0.508455937895829,0.472838196873933,0.477263629467966,0.4878390427678,0.486129313656113,0.481738478937699,0.480339248641699,0.466410586570298,0.471640268477601,0.469728261207402
25233,0.503518217505896,0.489372487312574,0.495830397038571,0.500637083056123,0.497527571390748,0.49119489432344,0.504563271703299,0.501056337864583,0.492108421053111,0.509499525689443,0.509802864416406,0.50901498236936,0.510783723292518,0.507281808871318,0.49458792421143,0.512075421948187,0.508912100436513,0.512743893768638,0.494866318279319,0.488722771904017,0.494931348158599,0.487310345336547,0.507111952297078,0.503057825840245,0.499990742353753,0.500319606759008,0.506392507014427,0.515591989295156,0.526559160000827,0.505923574457803,0.504532162127007,0.505670123782037,0.497459060818541,0.488167178786382,0.50543692196952,0.487135074148055,0.508120268808823,0.49783065009706,0.502702963046665,0.498559703134112,0.511836731429663,0.5132851469549,0.519498331817435,0.494361116318753,0.494505658083352,0.504090916929374,0.501692161911623,0.492736822073785,0.50172621882827,0.474431357018627,0.501033069405622,0.503002729672844,0.501524634456055,0.495694448637355,0.488500031063047,0.503300144107276,0.52698086318199,0.501582464661198,0.489606636749206,0.491335027885056,0.504253349240377,0.506649881034659,0.502513456240731,0.470433894126149,0.49012393389219,0.496920614332434,0.499268528562601,0.505031195934841,0.498675928641423,0.492768495041947,0.491464438521984,0.492680495319532,0.493844921540386,0.49347264127529,0.495539131032649,0.497642266092314,0.493030369257507,0.489565547088523,0.488108751150305,0.498993330579999,0.5021757884929,0.505189286511382,0.500238868638262,0.485560664306006,0.488897072274982,0.493925295252739,0.491477653544697,0.484039994253183,0.479257821403635,0.488940434626829,0.489313411187217,0.488037723141794,0.483457348322455,0.492020321027747,0.481131328755452,0.498629556123913,0.502827618629588,0.496578364598726,0.495453632015522,0.498094810338969,0.491958831587498,0.503023904506809,0.495915046227305,0.491729164408902
29414,0.214542116715646,0.177999549701176,0.191236280458413,0.26230232919461,0.259783458779265,0.255285613877757,0.248281815725156,0.276548315209887,0.25625781573484,0.256016835101554,0.26822320863083,0.27336026322866,0.27223644749954,0.298249685333912,0.261541357059931,0.286324065210655,0.288191981290578,0.280909012940786,0.253110332853336,0.203198503803605,0.237558557412231,0.22126099155825,0.239113494770208,0.256845770038067,0.236350968902592,0.234715573806315,0.202772064919335,0.277237183812261,0.241451502408756,0.2092758789678,0.213241261761125,0.21614673872656,0.248750773641364,0.261947599326715,0.247479606175063,0.264249925579058,0.240837862142867,0.240436373358283,0.239848544544331,0.214341369901807,0.206946700188677,0.237076484850916,0.239285153464144,0.214986228713345,0.247467460617114,0.218045074740212,0.246752317599642,0.241090048268992,0.223586745797993,0.22825131170291,0.289356818882662,0.21991329524617,0.246103266607411,0.19638725364669,0.239241136268241,0.241315571522124,0.239834716427784,0.220904440499029,0.22170670320009,0.247045927591744,0.244045227535401,0.219942899560503,0.260327757697974,0.23303782024167,0.245045629827108,0.250281943599717,0.272838896270338,0.281333131696372,0.245705928355806,0.272079956085706,0.218047076741802,0.22720555641618,0.252675237536035,0.249777219845219,0.273629885049089,0.268767737015138,0.272449601565128,0.195965684917543,0.249934623162561,0.252996435049377,0.249435013859858,0.23545988993556,0.241455721240459,0.185071035788412,0.27513728540814,0.181549397370155,0.247553144051009,0.240156384298732,0.182493288614252,0.251839698343699,0.253168475408163,0.177973484503171,0.293758197245749,0.306842305924585,0.300998720894119,0.226242440767479,0.277504195872946,0.216624532810705,0.231222755149115,0.235298704642225,0.229528167483603,0.262165175634586,0.230845357847862,0.160372555592937
